,Unnamed: 0,id,source,sentence_1,sentence_2,label,binary-label,index
858,305,boostcamp-sts-v1-dev-305,nsmc-sampled,각자의 입장이 있는거..,내용이 잘 이해가...,0.0,0.0,305
860,306,,,테리 길리엄 영화를 다시금 찾아보려고 합니다.,테리길리엄.. 그 이름만으로도..,1.8,0.0,306
859,306,boostcamp-sts-v1-dev-306,nsmc-sampled,테리 길리엄 영화를 다시 찾아보려고 합니다.,테리길리엄.. 그 이름만으로도..,1.8,0.0,306
861,307,boostcamp-sts-v1-dev-307,slack-rtt,주사위는 던져졌음 ㅋ,주사위가 던져진다,3.2,1.0,307
862,308,boostcamp-sts-v1-dev-308,petition-rtt,제 와이프는 간호조무사였습니다.,제 아내는 간호 조무사였습니다.,4.8,1.0,308
863,308,,,제 와이프는 간호조무사였습니다.,제 아내는 간호부 조무사였습니다.,4.8,1.0,308
864,309,boostcamp-sts-v1-dev-309,petition-sampled,탁현민 행정관 사퇴,"청와대 "" 탁현민 행정관"" 의 해임을 촉구합니다",2.6,1.0,309
865,309,,,탁현민 행정관 사퇴,"청와대 "" 탁현민 청와대 행정관 "" 의 해임을 촉구합니다",2.6,1.0,309
866,310,boostcamp-sts-v1-dev-310,petition-sampled,문재인 최악 대통령,문재인 대통령 당신은,1.0,0.0,310
867,311,boostcamp-sts-v1-dev-311,petition-sampled,실업자 지원 청원합니다..,정년 60세를 65세로 연장하는데 청원합니다...,0.2,0.0,311
868,311,,,실업자 지원 청원합니다..,정년인 60세를 65세로 연장하는데 청원합니다...,0.2,0.0,311
872,312,boostcamp-sts-v1-dev-312,slack-rtt,혹시 모션데스크 쓰시는 분들 어떤 브랜드 쓰시나요??,모션데스크를 사용한다면 어떤 브랜드를 사용하시나요?,4.0,1.0,312
871,312,,,혹시 모션데스크 쓰시는 분들 어떤 브랜드 쓰시나요??,만약 모션데스크를 사용한다면 어떤 브랜드를 사용하시나요?,4.0,1.0,312
869,312,,,혹시 모션데스크 쓰시는 분 분들 어떤 브랜드 쓰시나요??,만약 모션데스크를 사용한다면 어떤 브랜드를 사용하시나요?,,,312
870,312,,,혹시 모션데스크 쓰시는 분 분들 어떤 브랜드 쓰시나요??,모션데스크를 사용한다면 어떤 브랜드를 사용하시나요?,4.0,1.0,312
873,313,boostcamp-sts-v1-dev-313,petition-sampled,주휴 수당 폐지해주세요,최저임금제를 폐지해주세요,0.6,0.0,313
874,314,,,이렇게 묻히기엔 너무나 아까운 영화고 이렇게 잊혀지기엔 너무나 안타까운 사건이다,단지종교적이라는 이유로 묻히게 되기엔 너무 많이 아까운 영화다.,2.2,0.0,314
875,314,boostcamp-sts-v1-dev-314,nsmc-sampled,이렇게 묻히기엔 너무나 아까운 영화고 이렇게 잊혀지기엔 너무나 안타까운 사건이다,단지종교적이라는 이유로 묻히게 되기엔 많이 아까운 영화다.,2.2,0.0,314
876,314,,,"이렇게 묻히기엔 너무나 너무나 아까운 영화고, 이렇게 잊혀지기엔 너무나 안타까운 사건이다",단지종교적이라는 이유로 묻히게 되기엔 많이 아까운 영화다.,2.2,0.0,314
877,314,,,"이렇게 묻히기엔 너무나 너무나 아까운 영화고, 이렇게 잊혀지기엔 너무나 안타까운 사건이다",단지종교적이라는 이유로 묻히게 되기엔 너무 많이 아까운 영화다.,,,314
881,315,,,환경부 정부가 국가 상대로 국민의 건강증진 대책 미세먼지을 해결해달라,국민건강을 해치는 중국발 미세먼지에 대해 즉각 대책을 세워주십시오.,,,315
878,315,,,환경부 정부가 국가 상대로 국민의 건강증진 대책 미세먼지을 해결해달라,국민건강을 해치는 중국발 미세먼지에 대해 대책을 세워주십시오.,2.8,1.0,315
879,315,boostcamp-sts-v1-dev-315,petition-sampled,환경부 정부 국가 상대로 국민의 건강증진 대책 미세먼지을 해결해달라,국민건강을 해치는 중국발 미세먼지에 대해 대책을 세워주십시오.,2.8,1.0,315
880,315,,,환경부 정부 국가 상대로 국민의 건강증진 대책 미세먼지을 해결해달라,국민건강을 해치는 중국발 미세먼지에 대해 즉각 대책을 세워주십시오.,2.8,1.0,315
884,316,,,같이 좋은 프로덕을 만들어보아요.,논의를 좀 함께 더 발전시켜보아요.,0.8,0.0,316
885,316,,,같이 좋은 인생 프로덕을 만들어보아요.,논의를 좀 함께 더 발전시켜보아요.,,,316
882,316,boostcamp-sts-v1-dev-316,slack-sampled,같이 좋은 프로덕을 만들어보아요.,논의를 함께 더 발전시켜보아요.,0.8,0.0,316
883,316,,,같이 좋은 인생 프로덕을 만들어보아요.,논의를 함께 더 발전시켜보아요.,0.8,0.0,316
886,317,boostcamp-sts-v1-dev-317,slack-sampled,크 여행 떠나고 싶네요오 ;ㅁ;,크 여행떠나고싶네요~~,5.0,1.0,317
887,317,,,크 여행 떠나고는 싶네요오 ; ㅁ ;,크 여행떠나고싶네요~~,5.0,1.0,317
888,318,boostcamp-sts-v1-dev-318,slack-rtt,돌아오는 수업도 열심히 질문하면서 적극적으로 듣도록하겠습니다!!,돌아오는 수업시간에 질문으로 적극적으로 경청하도록 노력하겠습니다!!,3.8,1.0,318
889,318,,,돌아오는 학교 수업도 열심히 질문하면서 적극적으로 듣도록하겠습니다!!,그리고 돌아오는 수업시간에 질문으로 적극적으로 경청하도록 노력하겠습니다!!,,,318
890,318,,,돌아오는 수업도 열심히 질문하면서 적극적으로 듣도록하겠습니다!!,그리고 돌아오는 수업시간에 질문으로 적극적으로 경청하도록 노력하겠습니다!!,3.8,1.0,318
891,318,,,돌아오는 학교 수업도 열심히 질문하면서 적극적으로 듣도록하겠습니다!!,돌아오는 수업시간에 질문으로 적극적으로 경청하도록 노력하겠습니다!!,3.8,1.0,318
894,319,boostcamp-sts-v1-dev-319,nsmc-rtt,그의 등장만으로 눈물이 날뻔 했다,그의 등장만으로도 눈물이 날 뻔했다.,4.8,1.0,319
895,319,,,그의 등장만으로 눈물이 날뻔 했다,그의 등장만으로도 거의 눈물이 날 뻔했다.,4.8,1.0,319
892,319,,,그러나 그의 등장만으로 눈물이 날뻔 했다,그의 등장만으로도 거의 눈물이 날 뻔했다.,,,319
893,319,,,그러나 그의 등장만으로 눈물이 날뻔 했다,그의 등장만으로도 눈물이 날 뻔했다.,4.8,1.0,319
896,320,boostcamp-sts-v1-dev-320,petition-sampled,조두순 출소를 반대합니다.,조두순 출소를 반대합니다!,4.8,1.0,320
897,321,,,자랑스러운 우리 멤버들. 이런 말씀들도 너무 잘하시네요.,우리 회원님들이 자랑스럽습니다. 당신은 또한 말을 아주 잘합니다.,3.2,1.0,321
898,321,boostcamp-sts-v1-dev-321,slack-rtt,자랑스러운 우리 멤버들. 말씀들도 너무 잘하시네요.,우리 회원님들이 자랑스럽습니다. 당신은 또한 말을 아주 잘합니다.,3.2,1.0,321
899,321,,,자랑스러운 우리 멤버들. 이런 말씀들도 너무 잘하시네요.,우리의 회원님들이 자랑스럽습니다. 당신은 또한 말을 아주 잘합니다.,,,321
900,321,,,자랑스러운 우리 멤버들. 말씀들도 너무 잘하시네요.,우리의 회원님들이 자랑스럽습니다. 당신은 또한 말을 아주 잘합니다.,3.2,1.0,321
901,322,boostcamp-sts-v1-dev-322,petition-rtt,베트남 유학생도 사람이다,베트남 학생도 사람입니다,4.0,1.0,322
902,323,boostcamp-sts-v1-dev-323,petition-sampled,청원홈페이지 개선필요,청와대 홈페이지 개선 2,2.6,1.0,323
903,323,,,청원홈페이지 개선필요,3 청와대 홈페이지 개선 2,2.6,1.0,323
905,324,boostcamp-sts-v1-dev-324,petition-sampled,이명박 출국금지 청원,이명박 출국 금지 청원,5.0,1.0,324
904,324,,,이명박 출국금지 청원,이명박 출국 전면 금지 청원,5.0,1.0,324
908,325,boostcamp-sts-v1-dev-325,slack-sampled,14번째! <PERSON> 님과 이런 저런 얘기를 나눴습니다.,10번째! <PERSON> 와 이런 저런 이야기 나눴습니다!,3.0,1.0,325
909,325,,,14번째! < PERSON > 님과 이런 저런 얘기를 많이 나눴습니다.,10번째! < PERSON > 와 이런 이야기 저런 이야기 나눴습니다!,,,325
906,325,,,14번째! <PERSON> 님과 이런 저런 얘기를 나눴습니다.,10번째! < PERSON > 와 이런 이야기 저런 이야기 나눴습니다!,3.0,1.0,325
907,325,,,14번째! < PERSON > 님과 이런 저런 얘기를 많이 나눴습니다.,10번째! <PERSON> 와 이런 저런 이야기 나눴습니다!,3.0,1.0,325
910,326,boostcamp-sts-v1-dev-326,slack-sampled,전 여기 차타고 가려고요,오 차타고 5분거리네요 ㅋㅋ,1.2,0.0,326
911,326,,,전 여기 차타고 가려고요,오 차타고 5분거리네요. ㅋㅋ,1.2,0.0,326
912,326,,,저 전 여기 차타고 가려고요,오 차타고 5분거리네요 ㅋㅋ,1.2,0.0,326
913,326,,,저 전 여기 차타고 가려고요,오 차타고 5분거리네요. ㅋㅋ,,,326
914,327,boostcamp-sts-v1-dev-327,petition-sampled,길담하면 처벌해주세요,학교 선생님응 처벌해주세요,0.6,0.0,327
915,328,,,마지막 무대장면에서는 입은 웃고 눈은 울면서 봤어요,보는 내내 감동이여서 눈물 훔치면서 다시 봤어요,,,328
916,328,,,마지막 무대장면에서는 입은 웃고 눈은 울면서 봤어요,보는 내내 감동이여서 눈물 훔치면서 봤어요,2.2,0.0,328
917,328,,,무대장면에서는 입은 웃고 눈은 울면서 봤어요,보는 내내 감동이여서 눈물 훔치면서 다시 봤어요,2.2,0.0,328
918,328,boostcamp-sts-v1-dev-328,nsmc-sampled,무대장면에서는 입은 웃고 눈은 울면서 봤어요,보는 내내 감동이여서 눈물 훔치면서 봤어요,2.2,0.0,328
919,329,boostcamp-sts-v1-dev-329,petition-sampled,미세먼지 대책세워주세요,미세먼지 대책 세워주십시오,4.5,1.0,329
921,330,,,난 걍 고전 스릴러 재미없음,꽤 볼만한 스릴러.,0.8,0.0,330
920,330,boostcamp-sts-v1-dev-330,nsmc-rtt,걍 고전 스릴러 재미없음,꽤 볼만한 스릴러.,0.8,0.0,330
922,331,,,"평창 올림픽 도움으로 비핵화의 첫 단추인 남, 북 대화까지 이루어지고 있는 시점에 왜? 미, 일은 한반도에 전혀 도움 되지 않는 한목소리를 내는지..!!","평창올림픽을 계기로 한반도 비핵화의 첫걸음, 남북대화가 이뤄지는 이유는? 미국과 일본이 한반도에 전혀 아무런 도움이 되지 않는다고 한 목소리를 내고 있다..!!",4.0,1.0,331
923,331,boostcamp-sts-v1-dev-331,petition-rtt,"평창 올림픽 도움으로 비핵화의 첫 단추인 남, 북 대화까지 이루어지고 있는 시점에 왜? 미, 일은 한반도에 전혀 도움 되지 않는 한목소리를 내는지..!!","평창올림픽을 계기로 비핵화의 첫걸음, 남북대화가 이뤄지는 이유는? 미국과 일본이 한반도에 전혀 도움이 되지 않는 한 목소리를 내고 있다..!!",4.0,1.0,331
924,331,,,"평창 올림픽의 도움으로 비핵화의 첫 첫 단추인 남, 남과 북 대화까지 이루어지고 있는 시점에 왜? 미, 일은 한반도에 전혀 도움 되지 않는 한목소리를 내는지..!!","평창올림픽을 계기로 한반도 비핵화의 첫걸음, 남북대화가 이뤄지는 이유는? 미국과 일본이 한반도에 전혀 아무런 도움이 되지 않는다고 한 목소리를 내고 있다..!!",,,331
925,331,,,"평창 올림픽의 도움으로 비핵화의 첫 첫 단추인 남, 남과 북 대화까지 이루어지고 있는 시점에 왜? 미, 일은 한반도에 전혀 도움 되지 않는 한목소리를 내는지..!!","평창올림픽을 계기로 비핵화의 첫걸음, 남북대화가 이뤄지는 이유는? 미국과 일본이 한반도에 전혀 도움이 되지 않는 한 목소리를 내고 있다..!!",4.0,1.0,331
926,332,boostcamp-sts-v1-dev-332,slack-sampled,오… <PERSON>님 ! 멋져요!,<PERSON> 이렇게 바로ㅠㅠ!!! 감사합니다!,0.6,0.0,332
927,332,,,오… <PERSON>님 ! 멋져요!,< PERSON > 이렇게. 바로ㅠㅠ!!! 감사합니다!,0.6,0.0,332
928,332,,,오 … < PERSON > 님! 너무 멋져요!,<PERSON> 이렇게 바로ㅠㅠ!!! 감사합니다!,0.6,0.0,332
929,332,,,오 … < PERSON > 님! 너무 멋져요!,< PERSON > 이렇게. 바로ㅠㅠ!!! 감사합니다!,,,332
930,333,boostcamp-sts-v1-dev-333,nsmc-sampled,괜히 시간아깝거든 보지말라.,평점믿고봤는데 돈아깝고 시안아깝고 ..보지마,3.0,1.0,333
931,333,,,괜히 시간아깝거든 보지말라.,. 평점믿고봤는데 돈아깝고 시안아깝고.. 보지마,3.0,1.0,333
932,334,boostcamp-sts-v1-dev-334,petition-sampled,국민연금 자율가입제,국민연금 선택 납부제,2.0,0.0,334
936,335,,,혹시 개발팀에서 사용중인 새로운 linear 도 고려해 보셨는지요?,Linear 사용도 고려 해 보았습니다.,2.2,0.0,335
935,335,,,혹시 개발팀에서 사용중인 새로운 linear 도 고려해 보셨는지요?,Linear 사용도 고려를 해 보았습니다.,,,335
933,335,,,혹시 개발팀에서 사용중인 linear 도 고려해 보셨는지요?,Linear 사용도 고려를 해 보았습니다.,2.2,0.0,335
934,335,boostcamp-sts-v1-dev-335,slack-sampled,혹시 개발팀에서 사용중인 linear 도 고려해 보셨는지요?,Linear 사용도 고려 해 보았습니다.,2.2,0.0,335
937,336,boostcamp-sts-v1-dev-336,petition-sampled,대마도 우리땅 입니다,독도 및 대마도 반환운동 청원,1.6,0.0,336
938,336,,,대마도 우리땅 입니다,독도 및 대마도의 반환운동 청원,1.6,0.0,336
939,337,,,봐도봐도 지겹지않은 영화,그런데 정말 몇번 봐도 재미있는 영화,2.8,1.0,337
940,337,boostcamp-sts-v1-dev-337,nsmc-sampled,봐도봐도 지겹지않은 영화,정말 몇번 봐도 재미있는 영화,2.8,1.0,337
941,338,boostcamp-sts-v1-dev-338,petition-rtt,대통령님 제 2의 촛불의 희생자는 당신이 될수도있습니다,"대통령, 당신은 두 번째 촛불의 희생자가 될 수 있습니다",4.4,1.0,338
942,338,,,대통령님 제 2의 촛불의 희생자는 당신이 될수도있습니다,"대통령, 당신은 두 번째 촛불의 희생자가가 될 수 있습니다",4.4,1.0,338
943,338,,,대통령님 제 2의 검은 촛불의 희생자는 당신이 될수도있습니다,"대통령, 당신은 두 번째 촛불의 희생자가 될 수 있습니다",4.4,1.0,338
944,338,,,대통령님 제 2의 검은 촛불의 희생자는 당신이 될수도있습니다,"대통령, 당신은 두 번째 촛불의 희생자가가 될 수 있습니다",,,338
948,339,,,저도 이제 슬슬 공부 시작했습니다.,일 오래하고 다시 공부하다는 게 저는 신기했습니다.,1.2,0.0,339
947,339,boostcamp-sts-v1-dev-339,slack-sampled,저도 슬슬 공부 시작했습니다.,일 오래하고 다시 공부하다는 게 저는 신기했습니다.,1.2,0.0,339
945,339,,,저도 슬슬 공부 시작했습니다.,"일 오래하고, 다시 공부하다는 게 저는 신기했습니다.",1.2,0.0,339
946,339,,,저도 이제 슬슬 공부 시작했습니다.,"일 오래하고, 다시 공부하다는 게 저는 신기했습니다.",,,339
949,340,boostcamp-sts-v1-dev-340,nsmc-sampled,연기 연습 할 시간에 행위 연습만 했냐? ㅉㅉ,남배우 연기도 주목할만하다.,0.4,0.0,340
950,340,,,연기 연습 할 시간에 행위 연습만 제대로 했냐? ㅉㅉ,남배우 연기도 주목할만하다.,0.4,0.0,340
951,341,,,그런데 대체 뭘 말하고 싶은지 모르겠더라.,뭘 말하려는지 모르겠음...,3.8,1.0,341
952,341,boostcamp-sts-v1-dev-341,nsmc-sampled,대체 뭘 말하고 싶은지 모르겠더라.,뭘 말하려는지 모르겠음...,3.8,1.0,341
953,342,boostcamp-sts-v1-dev-342,petition-sampled,피의자 김성수 강력한 처벌 원합니다,강서구 pc방 살인사건 피의자 김성수 감형 반대,2.8,1.0,342
954,342,,,피의자 김성수 강력한 처벌 원합니다,강서구 pc방 살인사건 피의자 김성수 사형 감형 반대,2.8,1.0,342
955,342,,,피의자인 김성수 강력한 처벌 원합니다,강서구 pc방 살인사건 피의자 김성수 사형 감형 반대,,,342
956,342,,,피의자인 김성수 강력한 처벌 원합니다,강서구 pc방 살인사건 피의자 김성수 감형 반대,2.8,1.0,342
960,343,,,ㅋㅋ ocn에서 하길래 봤는데 킬링타임용으로도 안볼려고 쓰. 레. 기 영화다,OCN에서 하길래..그래도 끝까지 봤다.,1.8,0.0,343
959,343,boostcamp-sts-v1-dev-343,nsmc-sampled,ㅋㅋ ocn에서 하길래 봤는데 킬링타임용으로도 안볼 쓰.레.기 영화다,OCN에서 하길래..그래도 끝까지 봤다.,1.8,0.0,343
957,343,,,ㅋㅋ ocn에서 하길래 봤는데 킬링타임용으로도 안볼려고 쓰. 레. 기 영화다,OCN에서 하길래.. 그래도 끝까지 해 봤다.,,,343
958,343,,,ㅋㅋ ocn에서 하길래 봤는데 킬링타임용으로도 안볼 쓰.레.기 영화다,OCN에서 하길래.. 그래도 끝까지 해 봤다.,1.8,0.0,343
961,344,boostcamp-sts-v1-dev-344,nsmc-sampled,원화평이 필요하다.,네이버 평점 점이 필요하다,0.8,0.0,344
962,344,,,원화평이 필요하다.,네이버는 평점 점이 필요하다,0.8,0.0,344
963,345,boostcamp-sts-v1-dev-345,slack-rtt,낯가림이 심한 편인데... 무엇 때문이었을까요...,좀 부끄럽지만... 이유가 뭘까요...,2.0,0.0,345
964,345,,,. 낯가림이 심한 편인데... 무엇 때문이었을까요...,좀 부끄럽지만... 이유가. 뭘까요...,,,345
965,345,,,. 낯가림이 심한 편인데... 무엇 때문이었을까요...,좀 부끄럽지만... 이유가 뭘까요...,2.0,0.0,345
966,345,,,낯가림이 심한 편인데... 무엇 때문이었을까요...,좀 부끄럽지만... 이유가. 뭘까요...,2.0,0.0,345
969,346,boostcamp-sts-v1-dev-346,petition-sampled,"초등학교 1,2학년 영어교육 허용",초등학교 1.2학년의 방과후 영어 수업 허용 요청,3.2,1.0,346
967,346,,,"초등학교 1, 2학년 영어교육만 허용",초등학교 1.2학년의 방과후 영어 수업 허용 요청,3.2,1.0,346
968,346,,,"초등학교 1,2학년 영어교육 허용",초등학교의 1. 2학년의 방과후 영어 수업 허용 요청,3.2,1.0,346
970,346,,,"초등학교 1, 2학년 영어교육만 허용",초등학교의 1. 2학년의 방과후 영어 수업 허용 요청,,,346
971,347,boostcamp-sts-v1-dev-347,petition-sampled,북한에 대한 환상 깨라,북한에 끌려다니지 마십시오.,1.2,0.0,347
972,347,,,북한에 대한 장밋빛 환상 깨라,북한에 끌려다니지 마십시오.,1.2,0.0,347
973,348,boostcamp-sts-v1-dev-348,slack-sampled,아 그렇군요!! ㅎ,아 ㅋㅋ 그렇군요!,4.8,1.0,348
976,349,boostcamp-sts-v1-dev-349,nsmc-sampled,습작수준으로 효율이 떨어지는 영화.,설명은 줄이고 조율이 필요한 영화.,0.6,0.0,349
977,349,,,습작수준으로 효율이 떨어지는 그런 영화.,설명은 줄이고 조율이 필요한 영화.,0.6,0.0,349
974,349,,,습작수준으로 효율이 떨어지는 그런 영화.,설명은 줄이고 조율이 필요한 다큐멘터리 영화.,,,349
975,349,,,습작수준으로 효율이 떨어지는 영화.,설명은 줄이고 조율이 필요한 다큐멘터리 영화.,0.6,0.0,349
980,350,,,보는내내 입안가득한 웃음이 피어나오는 그런영화 강추 ㅋ,"재미없고, 보는내내 뭔가 찜찜한 그런 영화..",0.4,0.0,350
981,350,,,보는내내 입안가득한 웃음이 피어나오는 그런영화 강추 ㅋ,"재미없고, 보는내내 뭔가 찜찜한 그런 그런 영화..",,,350
978,350,,,보는내내 입안가득 웃음이 피어나오는 그런영화 강추 ㅋ,"재미없고, 보는내내 뭔가 찜찜한 그런 그런 영화..",0.4,0.0,350
979,350,boostcamp-sts-v1-dev-350,nsmc-sampled,보는내내 입안가득 웃음이 피어나오는 그런영화 강추 ㅋ,"재미없고, 보는내내 뭔가 찜찜한 그런 영화..",0.4,0.0,350
984,351,,,"불가능을 가능으로 바꾸시는 포카리스웨트를 떠올리게 하는 영화 < PERSON > 함께, 무사히 따릉이 입문했습니다.",불가능을 가능으로 만드는 포카리스웨트가 생각나는 <PERSON>과 함께 따릉이가 무사히 입장했습니다.,3.4,1.0,351
985,351,,,"불가능을 가능으로 바꾸시는 포카리스웨트를 떠올리게 하는 영화 < PERSON > 함께, 무사히 따릉이 입문했습니다.",불가능을 가능으로 만드는 포카리스웨트가 갑자기 생각나는 < PERSON >. 과 함께 따릉이가 무사히 입장했습니다.,,,351
982,351,boostcamp-sts-v1-dev-351,slack-rtt,불가능을 가능으로 바꾸시는 포카리스웨트를 떠올리게 하는 <PERSON>함께 무사히 따릉이 입문했습니다.,불가능을 가능으로 만드는 포카리스웨트가 생각나는 <PERSON>과 함께 따릉이가 무사히 입장했습니다.,3.4,1.0,351
983,351,,,불가능을 가능으로 바꾸시는 포카리스웨트를 떠올리게 하는 <PERSON>함께 무사히 따릉이 입문했습니다.,불가능을 가능으로 만드는 포카리스웨트가 갑자기 생각나는 < PERSON >. 과 함께 따릉이가 무사히 입장했습니다.,3.4,1.0,351
986,352,,,평생 이런드라마 처음이다,막장을 떠나서 이런 개념없는 막장 드라마는 처음이다,2.6,1.0,352
987,352,boostcamp-sts-v1-dev-352,nsmc-sampled,평생 이런드라마 처음이다,막장을 떠나서 이런 개념없는 드라마는 처음이다,2.6,1.0,352
988,353,boostcamp-sts-v1-dev-353,slack-rtt,"오복수산에서 카이센동을 먹었는데요, 우니와 참치의 조합이 예술이었습니다",오복수산에서 가이센동 먹었는데 우니와 참치 조합이 예술,4.2,1.0,353
989,353,,,"오복수산에서 카이센동을 먹었는데요, 우니와 참치의 맛의 조합이 예술이었습니다",오복수산에서 가이센동 먹었는데 우니와 참치 조합이 너무 예술,,,353
990,353,,,"오복수산에서 카이센동을 먹었는데요, 우니와 참치의 조합이 예술이었습니다",오복수산에서 가이센동 먹었는데 우니와 참치 조합이 너무 예술,4.2,1.0,353
991,353,,,"오복수산에서 카이센동을 먹었는데요, 우니와 참치의 맛의 조합이 예술이었습니다",오복수산에서 가이센동 먹었는데 우니와 참치 조합이 예술,4.2,1.0,353
994,354,,,영화 '플러스 원'과 언뜻 비슷한 느낌이 들기도 했지만...허접하고 어설프기 짝이 없었던 배우들 연기와 전개....,얼핏보면 영화'플러스원'과 거의 비슷한 느낌이었지만...,2.8,1.0,354
995,354,,,"영화'플러스 원'과 언뜻 비슷한 느낌이 들기도 했지만... 허접하고, 어설프기 짝이 없었던 배우들. 연기와 전개....",얼핏보면 영화 '플러스원'과 비슷한 느낌이었지만...,2.8,1.0,354
992,354,boostcamp-sts-v1-dev-354,nsmc-rtt,영화 '플러스 원'과 언뜻 비슷한 느낌이 들기도 했지만...허접하고 어설프기 짝이 없었던 배우들 연기와 전개....,얼핏보면 영화 '플러스원'과 비슷한 느낌이었지만...,2.8,1.0,354
993,354,,,"영화'플러스 원'과 언뜻 비슷한 느낌이 들기도 했지만... 허접하고, 어설프기 짝이 없었던 배우들. 연기와 전개....",얼핏보면 영화'플러스원'과 거의 비슷한 느낌이었지만...,,,354
996,355,,,저희 로고 변경 관련 미팅 내용을 노션에서 정리해두었습니다.,저는 팀 미팅 장소 혹은 외부 팀 미팅의 장소로 사용하게 될 것 같습니다!,,,355
997,355,,,저희 로고 변경 관련 미팅 내용을 노션에서 정리해두었습니다.,저는 팀 미팅 장소 혹은 외부 미팅 장소로 사용하게 될 것 같습니다!,0.6,0.0,355
998,355,,,저희 로고 변경 관련 미팅 내용을 노션에 정리해두었습니다.,저는 팀 미팅 장소 혹은 외부 팀 미팅의 장소로 사용하게 될 것 같습니다!,0.6,0.0,355
999,355,boostcamp-sts-v1-dev-355,slack-sampled,저희 로고 변경 관련 미팅 내용을 노션에 정리해두었습니다.,저는 팀 미팅 장소 혹은 외부 미팅 장소로 사용하게 될 것 같습니다!,0.6,0.0,355
1000,356,boostcamp-sts-v1-dev-356,nsmc-sampled,중간에 시가전 진짜 개 쩐다 ㄷㄷ,카메라 시퀀스 진짜진짜 대박입니다,0.4,0.0,356
1001,356,,,중간에 시가전 진짜 개 쩐다 ㄷㄷ,카메라 시퀀스는 진짜진짜 대박입니다,0.4,0.0,356
1002,356,,,중간에서 시가전 진짜 개 쩐다 ㄷㄷ,카메라 시퀀스 진짜진짜 대박입니다,0.4,0.0,356
1003,356,,,중간에서 시가전 진짜 개 쩐다 ㄷㄷ,카메라 시퀀스는 진짜진짜 대박입니다,,,356
1004,357,boostcamp-sts-v1-dev-357,petition-rtt,음주운전 확실히잡읍시다,음주운전을 꼭 만납시다.,1.4,0.0,357
1007,358,,,내가 요즘 영화 보는 수준이 낮은가 봄..,내가 영화보는 수준이 자질이라서 그런가??. 샌들러 연기력말고는 온통 지루햇다...,,,358
1008,358,,,내가 영화 보는 수준이 낮은가 봄..,내가 영화보는 수준이 자질이라서 그런가??. 샌들러 연기력말고는 온통 지루햇다...,2.4,0.0,358
1005,358,,,내가 요즘 영화 보는 수준이 낮은가 봄..,내가 영화보는 수준이 자질이라서 그런가?? 샌들러 연기력말고는 온통 지루햇다...,2.4,0.0,358
1006,358,boostcamp-sts-v1-dev-358,nsmc-sampled,내가 영화 보는 수준이 낮은가 봄..,내가 영화보는 수준이 자질이라서 그런가?? 샌들러 연기력말고는 온통 지루햇다...,2.4,0.0,358
1009,359,boostcamp-sts-v1-dev-359,slack-sampled,이런저런 얘기하느라 즐거웠습니당,너무 즐거웠습니당.,3.2,1.0,359
1010,360,boostcamp-sts-v1-dev-360,petition-sampled,헌법개정 적극 지지합니다,"카풀 도입, 적극 지지합니다",0.6,0.0,360
1011,360,,,헌법개정 적극 지지합니다,"카풀의 도입, 적극 지지합니다",0.6,0.0,360
1012,361,boostcamp-sts-v1-dev-361,nsmc-rtt,혜고언니도 짱 이쁨,혜고언니도 이쁘다,3.8,1.0,361
1013,362,boostcamp-sts-v1-dev-362,petition-sampled,서영을 살려주십시오!,법무부 근로자를 살려주십시오,0.4,0.0,362
1014,363,boostcamp-sts-v1-dev-363,slack-sampled,오피스에서 자주 뵐 것 같네요,오피스에서 5월이나 6월부터 자주 뵐 것 같습니다.,3.0,1.0,363
1015,363,,,오피스에서 자주 뵐 것 같네요,오피스에서 5월이나 6월부터 자주 뵐 것도 같습니다.,3.0,1.0,363
1016,363,,,오피스에서 자주들 뵐 것 같네요,오피스에서 5월이나 6월부터 자주 뵐 것 같습니다.,3.0,1.0,363
1017,363,,,오피스에서 자주들 뵐 것 같네요,오피스에서 5월이나 6월부터 자주 뵐 것도 같습니다.,,,363
1021,364,,,청와대 비서실 명의를 사칭한 뷰티유튜버 처벌해주세요.,제발 청와대 비서실 사칭한 뷰티 유튜버 처벌해주세요.,4.5,1.0,364
1020,364,,,청와대에 비서실 명의를 사칭한 뷰티유튜버 처벌해주세요.,제발 청와대 비서실 사칭한 뷰티 유튜버 처벌해주세요.,,,364
1018,364,,,청와대에 비서실 명의를 사칭한 뷰티유튜버 처벌해주세요.,청와대 비서실 사칭한 뷰티 유튜버 처벌해주세요.,4.5,1.0,364
1019,364,boostcamp-sts-v1-dev-364,petition-rtt,청와대 비서실 명의를 사칭한 뷰티유튜버 처벌해주세요.,청와대 비서실 사칭한 뷰티 유튜버 처벌해주세요.,4.5,1.0,364
1022,365,,,오늘 남북정상회담 때 방지석 연주자 빨대피리 음악 틀어주세요,군인 여러분 근무시간 지킵시다.,0.0,0.0,365
1023,365,,,남북정상회담 때 방지석 연주자 빨대피리 음악 틀어주세요,"군인 여러분, 근무시간 지킵시다.",0.0,0.0,365
1024,365,boostcamp-sts-v1-dev-365,petition-sampled,남북정상회담 때 방지석 연주자 빨대피리 음악 틀어주세요,군인 여러분 근무시간 지킵시다.,0.0,0.0,365
1025,365,,,오늘 남북정상회담 때 방지석 연주자 빨대피리 음악 틀어주세요,"군인 여러분, 근무시간 지킵시다.",,,365
