id,source,sentence_1,sentence_2,label,binary-label,sentence_1_bert,sentence_2_bert
boostcamp-sts-v1-train-5515,slack-sampled,저도 사실 보자마자 이게 떠오르긴 했… ㅋㅋ,저도 이거 두 개 있…,0.0,0.0,저도 사실 보자마자 이게 떠오르긴 좀 했 … ㅋㅋ,저도 이거 이거 두 개 있 …
boostcamp-sts-v1-train-5519,slack-sampled,경기도 오산이 AI교육 도시였군요!!,오 뭔가 점점 아빠를 닮아가네요..!,0.0,0.0,경기도 화성시 오산이 AI교육 도시였군요!!,! 오 뭔가 점점 아빠를 닮아가네요..!
boostcamp-sts-v1-train-5520,petition-sampled,전국 땅굴탐사개시 및 탐사현황공개,전국 아파트 실버택배 운용현황 전수조사 및 자료공개요청,0.0,0.0,- 전국 땅굴탐사개시 및 탐사현황공개,전국의 아파트 실버택배 운용현황 전수조사 및 자료공개요청
boostcamp-sts-v1-train-5531,slack-sampled,요즘 클라이밍을 열심히 하신다는 얘기에.. 저도 한번 체험해보고 겨울 취미로 낙찰해보기로..!,오늘 도착해서 사용해보다가 성능 테스트를 한번 해봤는데요.,0.0,0.0,요즘 클라이밍을 열심히 해야만 하신다는 얘기에.. 저도 한번 체험해보고 겨울 취미로 낙찰해보기로..!,오늘 도착해서 사용해보다가 이제 성능 테스트를 한번 해봤는데요.
boostcamp-sts-v1-train-5540,petition-sampled,휴대전화를 이용한 선거운동을 금지해주세요,위장전입으로 받은 건축허가를 취소해주세요,0.0,0.0,휴대전화를 이용한 불법 선거운동을 금지해주세요,제발 위장전입으로 받은 건축허가를 취소해주세요
boostcamp-sts-v1-train-5541,nsmc-sampled,맥어보이를 보는 눈이 필스보기전과 후로 완전히 달라졌다,레밍턴스틸 이후 첨으로 참 유쾌하다고 느낀 드라마,0.0,0.0,맥어보이를 보는 눈이 필스보기전과 후로는 완전히 달라졌다,레밍턴스틸 이후 첨으로 참말로 유쾌하다고 느낀 드라마
boostcamp-sts-v1-train-5548,petition-sampled,학교폭력 및 청소년 범죄를 강하게 다스려주세요,김정일 사망 7주년 기념행사 추진,0.0,0.0,학교폭력 및 청소년 범죄를 강하게 잘 다스려주세요,김정일 위원장 사망 7주년 기념행사 추진
boostcamp-sts-v1-train-5550,nsmc-sampled,상큼 발랄 코미디.,다만 발연기 하는 사람 없어서 편하게 봤다.,0.0,0.0,상큼 발랄 코미디.,다만 발연기 하는 다른 사람 없어서 편하게 봤다.
boostcamp-sts-v1-train-5551,petition-sampled,안철수의 사전선거운동을 저지해주십시요,조원진의 막말ㅡ200조에 대해 수사해주십시요.,0.0,0.0,안철수의 사전선거운동을 저지해주십시요,조원진의 막말ㅡ200조에 대해 철저히 수사해주십시요.
boostcamp-sts-v1-train-5553,nsmc-sampled,성룡이 카레서같이 했더는 자체가 어색 그 시작,유사라 연기는 콧구멍조차 어색하지만 내용 엄청 파격적이고 살색의 향연이다!,0.0,0.0,성룡이 카레서같이 했더는 자체가 어색해서 그 시작,"유사라 연기는 콧구멍조차 어색하지만, 내용 엄청 파격적이고 살색의 향연이다!"
boostcamp-sts-v1-train-5554,slack-sampled,바다가 너무 예쁘지만 사람은 별로 없어서 한적하다고 하시네요!!,공기도 넘 시원하고 좋네요!!!,0.0,0.0,바다가 너무 예쁘지만 사람은 아직 별로 없어서 한적하다고 하시네요!!,공기도 넘나 시원하고 좋네요!!!
boostcamp-sts-v1-train-5559,petition-sampled,화성 영어원어민 프로그램,화성시청 공무원의 안이하고 부당한 일처리,0.0,0.0,화성 영어원어민 프로그램,화성시청 소속 공무원의 안이하고 부당한 일처리
boostcamp-sts-v1-train-5562,nsmc-sampled,지금 보니 성우들이 똑같이 생겼네...,아오이 유우가 아깝다....,0.0,0.0,지금 보니 성우들이 다 똑같이 생겼네...,아오이 유우가 아깝다....
boostcamp-sts-v1-train-5570,slack-sampled,랩탑들고 코딩 고고고!!!,"조만간 미국이든, 캐나다든, 어디든 한 두달살이를 레츠고!!!!!!!!",0.0,0.0,랩탑들고 코딩 고고고!!!,"조만간 미국이든, 캐나다든, 어디든 한해 두달살이를 레츠고!!!!!!!!"
boostcamp-sts-v1-train-5581,nsmc-sampled,얼마나 출연하기 힘들었으면.,얼마나 대단한 작품인가...,0.0,0.0,얼마나 출연하기 힘들었으면.,얼마나 대단한 작품인가...
boostcamp-sts-v1-train-5583,petition-sampled,떠넘기기 행정.. 이게 아직도 잔재한다니 충격입니다.,대한민국 정부가 하는 적폐청산... 현재 이게 맞는 행동입니까?,0.0,0.0,떠넘기기 행정.. 이게. 아직도 잔재한다니 충격입니다.,. 대한민국 정부가 하는 적폐청산... 현재 이게 맞는 행동입니까?
boostcamp-sts-v1-train-5605,nsmc-sampled,대게 재밌게 봤는데 이게 한국꺼였구나...,Ocn에서 해주길래 봤는데 음....,0.0,0.0,대게 재밌게 잘 봤는데 이게 한국꺼였구나...,아까 Ocn에서 해주길래 봤는데 음....
boostcamp-sts-v1-train-5617,slack-sampled,우와아아아 오늘은 칙힌이닭!!,와아~ 타일에 격자에!! 옆에 창 마저!! 와아아아!!,0.0,0.0,우와아아아 오늘은 칙힌이닭!!,와아 ~ 타일에는 격자에!! 옆에 창 마저!! 와아아아!!
boostcamp-sts-v1-train-5625,slack-sampled,설마 다른 정답이 있는건가욬ㅋ,필력 실화인가 싶습니다ㅎㅎ,0.0,0.0,설마 다른 정답이라도,필력 실화인가 싶습니다ㅎㅎ
boostcamp-sts-v1-train-5638,slack-sampled,저는 사실 우리 중에 제일 좋은 홈가드닝 환경 가지고 계시는 얘기가 제일 기대되는 ㅎㅎ,저는 개인적으로 채널 기능이 제일 강력한것 같아요.,0.0,0.0,저는 사실 우리나라 중에서 제일 좋은 홈가드닝 환경 가지고 계시는 얘기가 제일 기대되는 ㅎㅎ,저는 개인적으로 채널의 기능이 제일 강력한것 같아요.
boostcamp-sts-v1-train-5646,petition-sampled,리얼미터 전국조사 503명이 전체를 전국대표한다니 공표를 못하게좀 해 주세요,전국연합학력평가의 시행 횟수를 전국적으로 똑같게 맞춰주세요.,0.0,0.0,리얼미터 전국조사 503명이 전체를 전국대표한다니 공표를 못하게좀 자제 해 주세요,전국연합학력평가의 시행 횟수를 전국적으로 똑같게끔 맞춰주세요.
boostcamp-sts-v1-train-5649,slack-sampled,동빈나 채널까지 섭외!..,여세를 몰아 이태원 클라스까지 시작했다는...,0.0,0.0,동빈나 채널까지 섭외!..,여세를 몰아서 이태원 클라스까지 시작했다는...
boostcamp-sts-v1-train-5652,petition-sampled,"심평원, 한전 회식카드지출비 해외출장비 지원자금 조사의뢰 건","공동주택 일자리안정자금에 대한 문제점(미화원, 경비원 2019년 임금 동결건)",0.0,0.0,"심평원, 한전, 회식카드지출비 해외출장비 지원자금 조사의뢰 건","공동주택 일자리안정자금에 대한 여러 문제점 ( 미화원, 경비원 2019년 임금 동결건 )"
boostcamp-sts-v1-train-5653,slack-sampled,오~ 이거 정말 진리!!,오오~ 20개면 정말 정말 잘하는 것입니다.,0.0,0.0,오 ~ 이거 정말 완전 진리!!,오오 ~ 20개면 정말 정말 정말 잘하는 것입니다.
boostcamp-sts-v1-train-5654,nsmc-sampled,눈물이 안나올 수 가 없어요.,차마 욕은 쓸수 없고..한숨만 나온다.,0.0,0.0,눈물이 안나올 수 가 턱 없어요.,. 차마 욕은 쓸수 없고.. 한숨만 나온다.
boostcamp-sts-v1-train-5656,slack-sampled,정신 차려 보니 이번주...,아쉽... 다음주엔 꼭!,0.0,0.0,. 정신 차려 보니 이번주...,아쉽... 다음주엔 꼭!
boostcamp-sts-v1-train-5667,slack-sampled,저도 꼭 긴머리연맹?에 들어갈 수 있도록 열심히 기르겠습니다 ㅋㅋㅋ,네! 다른 분들도 참고하실 수 있게 공유드리겠습니다!!,0.0,0.0,그럼 저도 꼭 긴머리연맹? 에 들어갈 수 있도록 열심히 기르겠습니다 ㅋㅋㅋ,네! 다른 분들도 참고하실 수 있게 잘 공유드리겠습니다!!
boostcamp-sts-v1-train-5668,slack-sampled,노는 걸 좋아해서 이러고 놀고 있습니다 ㅋ,그래도 올라갈 때는 써야해서 그냥 두고 있어요ㅎㅎㅎ,0.0,0.0,노는 걸 좋아해서 이러고 열심히 놀고 있습니다 ㅋ,그래도 올라갈 때는 써야해서 그냥 그냥 두고 있어요ㅎㅎㅎ
boostcamp-sts-v1-train-5677,slack-sampled,헤헷 자꾸 동여매서 결국 똑같아지는 중이예용ㅋㅋ,한단계 한단계 올라가는 중이라 스스로 괜히 신나는 중입니다…ㅎㅎㅋㅋ,0.0,0.0,헤헷 자꾸 동여매서 결국 똑같아지는 악순환 중이예용ㅋㅋ,한단계 한단계 올라가는 과정 중이라 스스로 괜히 신나는 중입니다 … ㅎㅎㅋㅋ
boostcamp-sts-v1-train-5683,petition-sampled,"KBS ""명견만리"" 프로그램을 없애주세요","청원 댓글에 ""반대합니다"" 옵션을 넣어주세요..",0.0,0.0,"KBS "" 명견만리 "" 라는 프로그램을 없애주세요","이 청원 댓글에 "" 반대합니다 "" 옵션을 넣어주세요.."
boostcamp-sts-v1-train-5685,slack-sampled,오오 이제 4명 되었네요 ㅋㅋ,곧 90명 될텐데요 ㅎㅎ,0.0,0.0,오오 이제 4명 되었네요. ㅋㅋ,곧 총 90명 될텐데요 ㅎㅎ
boostcamp-sts-v1-train-5686,nsmc-sampled,루이즈 보르고앙은 숨막히게 아름다웠지만 영화는 그녀를 빛좋은 개살구로 만들었다.,"화면은 아름다웠지만, 쏟아지는 졸음은 어쩔수 없다",0.0,0.0,"루이즈 보르고앙은 숨막히게 아름다웠지만, 영화는 그녀를 빛좋은 개살구로 만들었다.","화면은 아름다웠지만, 쏟아지는 졸음은 어쩔수가 없다"
boostcamp-sts-v1-train-5690,slack-sampled,와 한달에 단편소설 한 편 작성.. 대단하셔요 !! 궁금해집니다!!!,와 진짜 꿀팁.. 얻어갑니다!!!,0.0,0.0,와 한달에 단편소설 한 두 편 작성.. 대단하셔요!! 궁금해집니다!!!,와 진짜 꿀팁... 얻어갑니다!!!
boostcamp-sts-v1-train-5695,petition-sampled,이나라 사법권이 언제부터 이렇게 발바닥 까지 미끄러 졌나요.,왠 TV후원광고가 이리도 많이 생기나요.,0.0,0.0,이나라의 사법권이 언제부터 이렇게 발바닥 까지 미끄러 졌나요.,왠 TV후원광고가 왜 이리도 많이 생기나요.
boostcamp-sts-v1-train-5698,slack-sampled,단체보험가입확인서 발급받을 수 있을까요?,치료센터 가셔서 잘 치료 받으실 수 있나요?,0.0,0.0,단체보험가입확인서 발급받을 수는 있을까요?,혹시 치료센터 가셔서 잘 치료 받으실 수 있나요?
boostcamp-sts-v1-train-5707,slack-sampled,제가 기술 사회학에 관심이 있다고 하니 쿠버네티스 다큐멘터리와 쿠버네티스 다큐멘터리라는 책을 추천해주시기도 하셨습니다.,제가 아직 리크루티와 깃헙에 초대되지 않았습니다,0.0,0.0,제가 과학 기술 사회학에 관심이 많이 있다고 하니 쿠버네티스 다큐멘터리와 쿠버네티스 다큐멘터리라는 책을 추천해주시기도 하셨습니다.,"제가, 아직 리크루티와 깃헙에 초대되지 않았습니다"
boostcamp-sts-v1-train-5710,petition-sampled,운전면허를 2~5년 갱신이 필요한 자격면허로 해주시기를 청원드립니다,모든 선거에 있어 후보자들의 전과기록을 판례집 처럼 자세히 기재하도록 해주시기 바랍니다,0.0,0.0,운전면허를 2 ~ 5년간 갱신이 필요한 자격면허로 해주시기를 청원드립니다,모든 선거에 있어 후보자들의 과거 전과기록을 판례집 처럼 자세히나마 기재하도록 해주시기 바랍니다
boostcamp-sts-v1-train-5711,nsmc-sampled,완전 정말 늘어진다.,모든게 과잉되어 흘러넘친다.,0.0,0.0,완전 정말 늘어진다.,모든게 과잉되어 흘러넘친다.
boostcamp-sts-v1-train-5723,petition-sampled,태극기를 바르게 해설하여 주세요.,서울대에 초등교육과를 설치해 주세요.,0.0,0.0,태극기를 바르게 잘 해설하여 주세요.,그리고 서울대에 초등교육과를 설치해 주세요.
boostcamp-sts-v1-train-5726,slack-sampled,헐 서울역 컴커엄~!,헐 앞머리 커엽 ㅋㅋㅋ,0.0,0.0,헐 서울역 컴커엄~!,헐 앞머리 커엽. ㅋㅋㅋ
boostcamp-sts-v1-train-5728,slack-sampled,오해하신 것 같다고 이야기할까 하다가 알아서 더 잘하라는 뜻으로 파악했습니다..ㅋㅋ,거짓말일 것 같아서 다 미리 쓰셨다는 ㅋㅋㅋ,0.0,0.0,오해하신 것 같다고 이야기할까?? 하다가 알아서 더 잘하라는 뜻으로 파악했습니다.. ㅋㅋ,거짓말일 것 같아서 다 미리 쓰셨다는. ㅋㅋㅋ
boostcamp-sts-v1-train-5733,slack-sampled,실제 배경이였고...! 멋진 뷰에 살고 계시더라구요!!,병원에서도 같은 말씀을 하시더라구요....,0.0,0.0,실제 배경이였고...! 멋진 뷰에 살고는 계시더라구요!!,병원에서도 다 같은 말씀을 하시더라구요....
boostcamp-sts-v1-train-5744,slack-sampled,오 거의 똑같네요 ㅋㅋ,오 신기 이런게 있군요,0.0,0.0,오 거의 다 똑같네요 ㅋㅋ,오 오 신기 이런게 있군요
boostcamp-sts-v1-train-5755,petition-sampled,국내 산업 좀 보호해주세요.,사립유치원 교사 좀 살려주세요.,0.0,0.0,국내 관련 산업 좀 보호해주세요.,제발 사립유치원 교사 좀 살려주세요.
boostcamp-sts-v1-train-5757,nsmc-sampled,내용을떠나서 편집좀 똑바로해라,시나리오 수정 좀 하지,0.0,0.0,내용을떠나서 편집좀 똑바로해라,시나리오 수정 좀 많이 하지
boostcamp-sts-v1-train-5763,slack-sampled,"요리도 잘하셔서 김밥, 케밥, 닭갈비를 만든다고 해요.","돼지국밥;부추, 밀면 좋죠 ㅎ",0.0,0.0,"요리도 워낙 잘하셔서 김밥, 케밥, 닭갈비를 만든다고 해요.","돼지국밥 ; 부추, 부추 밀면 좋죠 ㅎ"
boostcamp-sts-v1-train-5771,slack-sampled,오늘 바쁘신데 시간 내주셔서 감사합니다 :),재미있게 읽었던 책 공유드립니다 :),0.0,0.0,오늘 바쁘신데 시간 내주셔서 너무 감사합니다 : ),재미있게 읽었던 우리 책 공유드립니다 : )
boostcamp-sts-v1-train-5783,slack-sampled,우와 여기 글자 올라가면 조명이 비춰집니다.,글자 이모지는 이 곳에서 쉽게 생성할 수 있습니다.,0.0,0.0,우와 ~ 여기 글자 올라가면 조명이 비춰집니다.,글자의 이모지는 이 곳에서 쉽게 생성할 수 있습니다.
boostcamp-sts-v1-train-5784,petition-sampled,국민연금 의무가입 폐지 및 중도상환에 대한 건,국세와 지방세 비율 및 공공기관 이전건에 대한 질의,0.0,0.0,- 국민연금 의무가입 폐지 및 중도상환에 대한 건,국세와 지방세 비율 조정 및 공공기관 이전건에 대한 질의
boostcamp-sts-v1-train-5785,petition-sampled,빗썸 원화 출금 금지 풀어주시고 해킹이 맞는지 압수수색 부탁드립니다.,일베의 배후자금에 국정원이 개입했는지 조사 부탁합니다.,0.0,0.0,빗썸 원화 출금 금지 풀어주시고 해킹이 진짜 맞는지 압수수색 부탁드립니다.,일베의 해킹 배후자금에 국정원이 개입했는지 조사 부탁합니다.
boostcamp-sts-v1-train-5787,slack-sampled,어제 저녁에 족발이랑 먹었네요 ㅋㅋㅋ,아흙 오늘은 오전에 베이비 타임으로 커피챗놓쳤네요 ㅠㅠ,0.0,0.0,어제 저녁에는 족발이랑 먹었네요 ㅋㅋㅋ,아흙 오늘은 오전에는 베이비 타임으로 커피챗놓쳤네요 ㅠㅠ
boostcamp-sts-v1-train-5791,slack-sampled,그러고 보니 대부분 그냥 업체 잔들이네요. ㅋㅋ,ㅎㅎ 이렇게 하면 겨우 516 Cal 소모네요. ㅋㅋ,0.0,0.0,그러고 보니 대부분 그냥 업체의 잔들이네요. ㅋㅋ,ㅎㅎ 그래도 이렇게 하면 겨우 516 Cal 소모네요. ㅋㅋ
boostcamp-sts-v1-train-5798,slack-sampled,그래서 사업자번호 및 회사 전화번호를 -(대시)를 빼고 입력되어있으면 어떨까..,"인터넷이 안되니 전화라도 해야하는데, 전화번호도 슬랙에 들어가야 확인가능하고.. ㅜㅜ",0.0,0.0,그래서 사업자번호를 및 회사 전화번호를 - ( 대시 ) 를 빼고 입력되어있으면 어떨까..,"인터넷이 안되니 전화라도 해야하는데, 전화번호도 일단 슬랙에 들어가야 확인가능하고.. ㅜㅜ"
boostcamp-sts-v1-train-5808,nsmc-sampled,여기서 사라지는 것은 나이를 먹든 병에 걸려 죽든 죽음을 의미하는거죠,결국 상황이 어떻든 내가 옳은 판단을 하면 되는거다.,0.0,0.0,그런데 여기서 사라지는 것은 나이를 먹든 병에 걸려 죽든 죽음을 다 의미하는거죠,그래서 결국 상황이 어떻든 내가 옳은 판단을 하면 되는거다.
boostcamp-sts-v1-train-5834,slack-sampled,바이럴이 일어나다니 감격이네요!,5가지 원칙이 깨달음을 주네요!,0.0,0.0,바이럴이 일어나다니 감격이네요!,이 5가지 원칙이 깨달음을 주네요!
boostcamp-sts-v1-train-5836,slack-sampled,다음에는 와인샵에서 뵙게 되면 좋겠네요~!,언젠가 화성에서 워크샵하는 날도 올 수 있으면 좋겠네요..!,0.0,0.0,다음에는 와인샵에서 뵙게라도 되면 좋겠네요 ~!,언젠가 화성에서 워크샵하는 날도 올칠 수 있으면 좋겠네요..!
boostcamp-sts-v1-train-5837,nsmc-sampled,하~~이런걸 라스라고 할수 있는지....,최고예여~ 말이 필요 없삼........,0.0,0.0,하 ~ ~ 이런걸 라스라고도 할수 있는지....,최고예여 ~ 할 말이 필요 없삼........
boostcamp-sts-v1-train-5848,petition-sampled,판결을 AI에 맡기도록 해주세요.,국회의원 파면이 가능하도록 해주세요.,0.0,0.0,판결을 AI에게 맡기도록 해주세요.,현직 국회의원 파면이 가능하도록 해주세요.
boostcamp-sts-v1-train-5849,nsmc-sampled,"줄거리를 보고 명준, 만갑, 천수, 강선생 총 번 이상의 정사씬이 나올꺼 같아 별 다섯개를 준다!!",명량 아직안번사람들 이가보고 명량보는거 추천!!,0.0,0.0,"줄거리를 보고 명준, 만갑, 천수, 강선생 총 번 이상의 정사씬이 나올꺼 같아 별 별 다섯개를 다 준다!!",명량은 아직안번사람들 이가보고 명량보는거 추천!!
boostcamp-sts-v1-train-5851,slack-sampled,다음에 또 같이 해요~,같이 또 갈 사람??,0.0,0.0,다음에 또 같이 같이 해요 ~,같이 또 갈 만한 사람??
boostcamp-sts-v1-train-5853,nsmc-sampled,"그런거 보면,엄살들이 심하다는 생각도 없지는 않다",어메이징가 나쁘지는 않았다.,0.0,0.0,"그런거 보면, 엄살들이 심하다는 그런 생각도 없지는 않다",어메이징가 나쁘지는 않았다.
boostcamp-sts-v1-train-5856,nsmc-sampled,밑의분 말을 좀 빌리자면 제목을아내의 유혹:루비반지,끝나고난 뒤의 여운이란 ..,0.0,0.0,밑의분 말을 좀 빌리자면 제목을아내의의 유혹 : 루비반지,끝나고난 며칠 뒤의 여운이란..
boostcamp-sts-v1-train-5857,slack-sampled,끝마칠때쯤 갑자기 딸이 들어와서 아빠 생존체크 당했습니다.,어제 밤에 집에 참새가 들어와 온가족이 혼비백산 했습니다.,0.0,0.0,방송 끝마칠때쯤 갑자기 딸이 들어와서 아빠 생존체크 당했습니다.,어제 밤에 집에 참새가 들어와 온 온가족이 혼비백산 했습니다.
boostcamp-sts-v1-train-5861,slack-sampled,아이스 필수 ㅎㅎㅎ,헉스 저 이거 눈물버튼입니다ㅠㅠㅠ,0.0,0.0,아이스 필수 ㅎㅎㅎ,헉스 저도 이거 눈물버튼입니다ㅠㅠㅠ
boostcamp-sts-v1-train-5877,slack-sampled,2월에는 좀더 업그레이드 된 모습으로 찾아뵙겠습니다.,3/5일 온다고 하니 그때부터 더 밝은 표정 보여 드리겠습니다.,0.0,0.0,2월에는 좀더 업그레이드 된 멋진 모습으로 찾아뵙겠습니다.,3 / 5일 온다고 하니 그때부터 더 밝은 표정을 보여 드리겠습니다.
boostcamp-sts-v1-train-5878,slack-sampled,곧 받으실 셔츠 모델핏 먼저 보셔요.,앞으로 데이터/모델 같이 잘 다뤄 보시죠!!,0.0,0.0,곧 받으실 셔츠 모델핏 먼저 받아 보셔요.,앞으로 데이터 / 모델 같이 잘 다뤄져 보시죠!!
boostcamp-sts-v1-train-5879,nsmc-sampled,볼투리가를 끝장낼 수도 있었다는 생각을 했는데...,스페인어를 할줄 알았으면 좋았을텐데...,0.0,0.0,볼투리가를 끝장낼 수도 있었다는 그런 생각을 했는데...,스페인어를 잘 할줄 알았으면 좋았을텐데...
boostcamp-sts-v1-train-5883,slack-sampled,"레트로 느낌으로 한글버전을 담고 싶었으나, 어딘가 모르게 상스러운 디자인으로 탈락..",일주일에 5분씩 줌에서 뵈었더니 뭔가 익숙한 느낌적인 느낌... 앞으로도 자주 봬요!,0.0,0.0,"레트로 느낌으로 한글버전을 제대로 담고는 싶었으나, 어딘가 모르게 상스러운 디자인으로 탈락..",. 일주일에 5분씩 줌에서 뵈었더니 뭔가 익숙한 느낌적인 느낌... 앞으로도 자주 자주 봬요!
boostcamp-sts-v1-train-5884,petition-sampled,기소중지자 공소시효 만료 제도 패기해주세요!,비위면직자 5년취업제한 10년으로 연장해주세요!!!,0.0,0.0,"기소중지자, 공소시효 만료 제도 패기해주세요!",비위면직자 5년취업제한 10년으로 대폭 연장해주세요!!!
boostcamp-sts-v1-train-5900,nsmc-sampled,이유가 없습니다. 호호홐,전 이해가 안됩니다. ㅡ.ㅡ,0.0,0.0,이유가 없습니다. 호호홐,전 이해가 잘 안됩니다. ㅡ. ㅡ
boostcamp-sts-v1-train-5901,slack-sampled,저도 고민했고 또 같은 질문도 여러 번 받은지라 꽤 공감하면서 읽었네요 ㅎㅎ,사전질문도 훌륭했는데 현장 질문도 많이 들어오고! 대부분의 학생들이 끝까지 집중해서 잘 듣는 듯 했습니다.,0.0,0.0,저도 고민했고 또 같은 질문도 여러 번 받은지라서 꽤 공감하면서 잘 읽었네요 ㅎㅎ,"사전질문도 훌륭했는데, 현장 질문도 많이 들어오고! 대부분의 학생들이 끝까지 집중해서 잘 안 듣는 듯 했습니다."
boostcamp-sts-v1-train-5902,petition-sampled,POSCO 진실을 말하고 면직당한 정민우 전 팀장을 복직시켜주십시요,10월 국정감사에 정몽규 대한축구협회 회장을 반드시 출석시켜 주십시오,0.0,0.0,POSCO 진실을 말하고 면직당한 정민우 전 팀장을 즉각 복직시켜주십시요,10월 국정감사에 정몽규 대한축구협회 명예 회장을 반드시 출석시켜 주십시오
boostcamp-sts-v1-train-5904,nsmc-sampled,시간이넘는닥터지바고도 거뜬히 보는 내가.,요즘 영화표값 오른 거 알지?,0.0,0.0,시간이넘는닥터지바고도 거뜬히 잘 보는 내가.,너 요즘 영화표값 오른 거 알지?
boostcamp-sts-v1-train-5914,petition-sampled,"명절, 제사음식의 기름진 음식 가짓수 줄이기 캠페인 청원합니다","1차 농산물 생산, 유통의 면세 폐지, 과세 후 환급을 청원합니다.",0.0,0.0,"명절, 제사음식의 기름진 음식, 가짓수 줄이기 캠페인 청원합니다","1차 농산물 생산, 유통의 면세 폐지, 과세 기간 종료 후 환급을 청원합니다."
boostcamp-sts-v1-train-5925,nsmc-sampled,미스진은 이쁘지 않았다.,재미있지만 가볍지 않다.,0.0,0.0,미스진은 이쁘지 않았다.,재미있지만 가볍지 않다.
boostcamp-sts-v1-train-5929,petition-sampled,미세먼지 대책 마련 촉구 - 우리는 다시금 뭉쳐야 합니다,"우리땅 독도, 우리가 지켜야 합니다.",0.0,0.0,미세먼지 대책 조속 마련 촉구 - 우리는 다시금 뭉쳐야 합니다,"우리땅 독도, 우리가 지켜야만 합니다."
boostcamp-sts-v1-train-5931,nsmc-sampled,이걸 공군이 보면 얼마나 빡칠까 ㅋㅋ,토지를 보면 얼마나 부끄러워할까..,0.0,0.0,이걸 공군이 보면 얼마나 빡칠까? ㅋㅋ,토지를 보면서 얼마나 부끄러워할까..
boostcamp-sts-v1-train-5933,petition-sampled,이게 다 박근혜 때문이다,이게 제대로 된 나라인가..,0.0,0.0,이게 전부 다 박근혜 때문이다,이게 제대로 된 민주주의 나라인가..
boostcamp-sts-v1-train-5934,slack-sampled,이번엔 좀 멀리 10K 코스로.,우선 맛을 다 보기 위해 12종짜리로.,0.0,0.0,이번엔 좀 더 멀리 10K 코스로.,"우선, 맛을 다 보기 위해 12종짜리로."
boostcamp-sts-v1-train-5938,slack-sampled,일 열심히 해야지!,일일 일 일주 고고?,0.0,0.0,일 열심히 해야지!,"일일, 일 일주 고고?"
boostcamp-sts-v1-train-5949,nsmc-sampled,그리고 이영화 이미 풀렸음..,특히 대사대신 음악쓰는데 지렸음...,0.0,0.0,. 그리고 이영화 이미 풀렸음..,특히 대사대신에 음악쓰는데 지렸음...
boostcamp-sts-v1-train-5962,slack-sampled,두 분 생각나서 편의점에서 쓸어왔습니다,아홉시에 카페에서 쫓겨나서 아쉬웠습니다.,0.0,0.0,두 분 생각나서 근처 편의점에서 쓸어왔습니다,아홉시에 카페에서 다 쫓겨나서 아쉬웠습니다.
boostcamp-sts-v1-train-5963,petition-sampled,삼청교육대 부활을 간청합니다!,소년법 폐지를 간곡히 청원합니다,0.0,0.0,삼청교육대 부활을 간청합니다!,소년법 폐지를 간곡히 간곡히 청원합니다
boostcamp-sts-v1-train-5966,slack-sampled,다음에도 또 해요!!,그리고 여행도 좋아하는데요!,0.0,0.0,다음에도 또 해요!!,그리고 여행도 좋아하는데요!
boostcamp-sts-v1-train-5972,nsmc-sampled,저번에 극장갔더니왠 되도않는 영화들만 극장에 꽉차있고 사전 설레발광고 많은거 막상보면 최악 끄응~,애니메이션을 본 사람은 꼭 극장판을 보길!,0.0,0.0,저번에 극장갔더니왠지 되도않는 영화들만 극장에 꽉차있고 사전 설레발광고 많은거 막상보면 최악이다 끄응 ~,애니메이션을 본 두 사람은 꼭 극장판을 보길!
boostcamp-sts-v1-train-5983,slack-sampled,"스타트업 이야기, 너무 먼 광교, 효자 아들 덕분에 생각보다 힘들지는 않다","고양이 얘기, 업무 얘기, 재택의 장점 얘기하며 너무 즐거운 시간 보냈습니다!",0.0,0.0,"스타트업 이야기, 너무 먼 곳 광교, 효자 아들 덕분에 생각보다 힘들지는는 않다","고양이 얘기, 업무 얘기, 재택의 장점 얘기하며 너무도 즐거운 즐거운 시간 보냈습니다!"
boostcamp-sts-v1-train-5995,nsmc-sampled,TV에서 나올 때 한 번 봐볼까 하다가 분만에 꺼버림....절레절레.,공포를 원한다면 밤에 거울 앞에서 후래시 번 깜빡여봐라...,0.0,0.0,TV에서 나올 때 한 번 봐볼까 하다가 분만에 바로 꺼버림.... 절레절레.,공포를 원한다면 오늘 밤에 거울 앞에서 후래시 번 깜빡여봐라...
boostcamp-sts-v1-train-6007,slack-sampled,어떤 장단점이 있는지 지금 불편한점은 어떤 부분인지 비용이 얼마인지 알려주시면 바로 검토해서 고고 해봅시다.,우리에게 혜택이 있을만한 정책이 있는지 한번 살펴봐주세요.,0.0,0.0,어떤 장단점이 있는지 지금 불편한점은 어떤 부분인지 비용이 얼마인지 알려주시면 바로 검토해서 바로 고고싱 해봅시다.,그리고 우리에게 혜택이 있을만한 정책이 있는지 한번 살펴봐주세요.
boostcamp-sts-v1-train-6011,petition-sampled,온라인 카지노 게임 현금화 및 모바일 방송 송출 문제,"모바일 게임회사(넥슨, 펄어비스)의 방만한 관리 및 유저에 대한 비상식적인 적폐를 고발합니다.",0.0,0.0,"온라인 카지노, 게임 현금화 및 모바일 방송 송출 문제","모바일 게임회사 ( 넥슨, 이하 펄어비스 ) 의 방만한 관리 및 유저에 대한 매우 비상식적인 적폐를 고발합니다."
